Tanggal,Interval Mulai,Interval Selesai,t (interval),count,durasi aktif
6/6/2026,1:42:00,1:52:00,1,0,0
6/6/2026,1:52:00,2:02:00,2,1,9
6/6/2026,2:02:00,2:12:00,3,0,0
6/6/2026,2:12:00,2:22:00,4,0,0
6/6/2026,2:22:00,2:32:00,5,0,0
6/6/2026,2:32:00,2:42:00,6,6,54
6/6/2026,2:42:00,2:52:00,7,7,63
6/6/2026,2:52:00,3:02:00,8,1,9
6/6/2026,3:02:00,3:12:00,9,8,72
6/6/2026,3:12:00,3:22:00,10,9,81
6/6/2026,3:22:00,3:32:00,11,17,155
6/6/2026,3:32:00,3:42:00,12,0,0
