Tanggal,Interval Mulai,Interval Selesai,t (interval),count,durasi aktif,lag1,lag2,lag3,lag4,lag5,lag6,avg30,avg60,delta1,label
2026-05-15 00:00:00,2026-05-15 18:45:52,2026-05-15 18:55:44,181,27,229.1,27,21,21,15,9,19,25,20,0,tinggi
2026-05-15 00:00:00,2026-05-15 18:55:53,2026-05-15 19:05:45,182,19,154.2,27,27,21,21,15,9,24.333,21.667,-8,tinggi
2026-05-15 00:00:00,2026-05-15 19:05:53,2026-05-15 19:15:45,183,6,47.1,19,27,27,21,21,15,17.333,20.167,-13,tinggi
2026-05-15 00:00:00,2026-05-15 19:16:03,2026-05-15 19:25:45,184,2,17,6,19,27,27,21,21,9,17,-4,sedang
2026-05-15 00:00:00,2026-05-15 19:25:55,2026-05-15 19:35:45,185,2,17.001,2,6,19,27,27,21,3.333,13.833,0,sedang
2026-05-15 00:00:00,2026-05-15 19:35:58,2026-05-15 19:45:45,186,1,8.501,2,2,6,19,27,27,1.667,9.5,-1,sedang
2026-05-15 00:00:00,2026-05-15 19:46:00,2026-05-15 19:55:45,187,3,25.6,1,2,2,6,19,27,2,5.5,2,sedang
2026-05-15 00:00:00,2026-05-15 19:55:53,2026-05-15 20:05:45,188,4,26.1,3,1,2,2,6,19,2.667,3,1,sedang
2026-05-15 00:00:00,2026-05-15 20:05:55,2026-05-15 20:15:45,189,5,42.5,4,3,1,2,2,6,4,2.833,1,tinggi
2026-05-15 00:00:00,2026-05-15 20:15:59,2026-05-15 20:25:45,190,24,198.1,5,4,3,1,2,2,11,6.5,19,tinggi
2026-05-15 00:00:00,2026-05-15 20:25:58,2026-05-15 20:35:45,191,4,34.2,24,5,4,3,1,2,11,6.833,-20,sedang
2026-05-15 00:00:00,2026-05-15 20:35:53,2026-05-15 20:45:45,192,8,68.5,4,24,5,4,3,1,12,8,4,tinggi
2026-05-15 00:00:00,2026-05-15 20:45:56,2026-05-15 20:55:45,193,3,25.5,8,4,24,5,4,3,5,8,-5,sedang
2026-05-15 00:00:00,2026-05-15 20:55:55,2026-05-15 21:05:45,194,2,17,3,8,4,24,5,4,4.333,7.667,-1,sedang
2026-05-15 00:00:00,2026-05-15 21:05:55,2026-05-15 21:15:45,195,11,93.6,2,3,8,4,24,5,5.333,8.667,9,tinggi
2026-05-15 00:00:00,2026-05-15 21:15:53,2026-05-15 21:25:45,196,9,76.9,11,2,3,8,4,24,7.333,6.167,-2,tinggi
2026-05-15 00:00:00,2026-05-15 21:25:53,2026-05-15 21:35:45,197,0,0,9,11,2,3,8,4,6.667,5.5,-9,rendah
2026-05-15 00:00:00,2026-05-15 21:35:55,2026-05-15 21:45:45,198,0,0,0,9,11,2,3,8,3,4.167,0,rendah
2026-05-15 00:00:00,2026-05-15 21:45:54,2026-05-15 21:55:45,199,25,212.902,0,0,9,11,2,3,8.333,7.833,25,tinggi
2026-05-15 00:00:00,2026-05-15 21:55:56,2026-05-15 22:05:45,200,16,152.891,25,0,0,9,11,2,13.667,10.167,-9,tinggi
2026-05-15 00:00:00,2026-05-15 22:05:55,2026-05-15 22:15:45,201,27,229.8,16,25,0,0,9,11,22.667,12.833,11,tinggi
2026-05-15 00:00:00,2026-05-15 22:15:56,2026-05-15 22:25:45,202,14,114.7,27,16,25,0,0,9,19,13.667,-13,tinggi
2026-05-15 00:00:00,2026-05-15 22:25:53,2026-05-15 22:35:45,203,15,127.401,14,27,16,25,0,0,18.667,16.167,1,tinggi
2026-05-15 00:00:00,2026-05-15 22:35:56,2026-05-15 22:45:45,204,8,65.2,15,14,27,16,25,0,12.333,17.5,-7,tinggi
2026-05-15 00:00:00,2026-05-15 22:45:57,2026-05-15 22:55:45,205,24,203.9,8,15,14,27,16,25,15.667,17.333,16,tinggi
2026-05-15 00:00:00,2026-05-15 22:55:54,2026-05-15 23:05:45,206,9,90.004,24,8,15,14,27,16,13.667,16.167,-15,tinggi
2026-05-15 00:00:00,2026-05-15 23:05:58,2026-05-15 23:15:46,207,0,0,9,24,8,15,14,27,11,11.667,-9,rendah
2026-05-15 00:00:00,2026-05-15 23:16:00,2026-05-15 23:25:46,208,1,8.5,0,9,24,8,15,14,3.333,9.5,1,sedang
2026-05-15 00:00:00,2026-05-15 23:25:56,2026-05-15 23:35:46,209,1,8.5,1,0,9,24,8,15,0.667,7.167,0,sedang
2026-05-15 00:00:00,2026-05-15 23:35:57,2026-05-15 23:45:46,210,6,51,1,1,0,9,24,8,2.667,6.833,5,tinggi
2026-05-15 00:00:00,2026-05-15 23:46:00,2026-05-15 23:55:46,211,0,0,6,1,1,0,9,24,2.333,2.833,-6,rendah
2026-05-16 00:00:00,2026-05-15 23:55:57,2026-05-16 00:05:46,212,0,0,0,6,1,1,0,9,2,1.333,0,rendah
2026-05-16 00:00:00,2026-05-16 00:05:56,2026-05-16 00:15:46,213,0,0,0,0,6,1,1,0,0,1.333,0,rendah
2026-05-16 00:00:00,2026-05-16 00:16:00,2026-05-16 00:25:46,214,1,8.6,0,0,0,6,1,1,0.333,1.333,1,sedang
2026-05-16 00:00:00,2026-05-16 00:25:57,2026-05-16 00:35:46,215,1,8.6,1,0,0,0,6,1,0.667,1.333,0,sedang
2026-05-16 00:00:00,2026-05-16 00:35:56,2026-05-16 00:45:46,216,1,8.5,1,1,0,0,0,6,1,0.5,0,sedang
2026-05-16 00:00:00,2026-05-16 00:45:56,2026-05-16 00:55:46,217,17,144.904,1,1,1,0,0,0,6.333,3.333,16,tinggi
2026-05-16 00:00:00,2026-05-16 00:55:55,2026-05-16 01:05:46,218,9,77,17,1,1,1,0,0,9,4.833,-8,tinggi
2026-05-16 00:00:00,2026-05-16 01:05:55,2026-05-16 01:15:46,219,12,102.4,9,17,1,1,1,0,12.667,6.833,3,tinggi
2026-05-16 00:00:00,2026-05-16 01:15:56,2026-05-16 01:25:46,220,22,179.9,12,9,17,1,1,1,14.333,10.333,10,tinggi
2026-05-16 00:00:00,2026-05-16 01:26:00,2026-05-16 01:35:46,221,14,137.073,22,12,9,17,1,1,16,12.5,-8,tinggi
2026-05-16 00:00:00,2026-05-16 01:35:56,2026-05-16 01:45:46,222,3,25.6,14,22,12,9,17,1,13,12.833,-11,sedang
2026-05-16 00:00:00,2026-05-16 01:45:57,2026-05-16 01:55:46,223,0,0,3,14,22,12,9,17,5.667,10,-3,rendah
2026-05-16 00:00:00,2026-05-16 01:55:56,2026-05-16 02:05:46,224,1,8.5,0,3,14,22,12,9,1.333,8.667,1,sedang
2026-05-16 00:00:00,2026-05-16 02:06:02,2026-05-16 02:15:46,225,5,42.6,1,0,3,14,22,12,2,7.5,4,tinggi
2026-05-16 00:00:00,2026-05-16 02:15:57,2026-05-16 02:25:46,226,1,8.5,5,1,0,3,14,22,2.333,4,-4,sedang
2026-05-16 00:00:00,2026-05-16 02:25:57,2026-05-16 02:35:46,227,1,8.6,1,5,1,0,3,14,2.333,1.833,0,sedang
2026-05-16 00:00:00,2026-05-16 02:35:58,2026-05-16 02:45:46,228,5,42.8,1,1,5,1,0,3,2.333,2.167,4,tinggi
2026-05-16 00:00:00,2026-05-16 02:45:58,2026-05-16 02:55:46,229,15,126.5,5,1,1,5,1,0,7,4.667,10,tinggi
2026-05-16 00:00:00,2026-05-16 02:55:55,2026-05-16 03:05:46,230,0,0,15,5,1,1,5,1,6.667,4.5,-15,rendah
2026-05-16 00:00:00,2026-05-16 03:05:59,2026-05-16 03:15:47,231,2,17,0,15,5,1,1,5,5.667,4,2,sedang
2026-05-16 00:00:00,2026-05-16 03:15:57,2026-05-16 03:25:47,232,7,59.9,2,0,15,5,1,1,3,5,5,tinggi
2026-05-16 00:00:00,2026-05-16 03:25:55,2026-05-16 03:35:47,233,23,196.3,7,2,0,15,5,1,10.667,8.667,16,tinggi
2026-05-16 00:00:00,2026-05-16 03:35:59,2026-05-16 03:45:47,234,12,102.4,23,7,2,0,15,5,14,9.833,-11,tinggi
2026-05-16 00:00:00,2026-05-16 03:45:54,2026-05-16 03:55:47,235,2,17,12,23,7,2,0,15,12.333,7.667,-10,sedang
2026-05-16 00:00:00,2026-05-16 03:56:00,2026-05-16 04:05:47,236,0,0,2,12,23,7,2,0,4.667,7.667,-2,rendah
2026-05-16 00:00:00,2026-05-16 04:05:54,2026-05-16 04:15:47,237,4,34.4,0,2,12,23,7,2,2,8,4,sedang
2026-05-16 00:00:00,2026-05-16 04:15:56,2026-05-16 04:25:47,238,17,145.302,4,0,2,12,23,7,7,9.667,13,tinggi
2026-05-16 00:00:00,2026-05-16 04:25:58,2026-05-16 04:35:47,239,6,49.1,17,4,0,2,12,23,9,6.833,-11,tinggi
2026-05-16 00:00:00,2026-05-16 04:35:53,2026-05-16 04:45:47,240,9,77.101,6,17,4,0,2,12,10.667,6.333,3,tinggi
2026-05-16 00:00:00,2026-05-16 04:45:56,2026-05-16 04:55:47,241,21,179.3,9,6,17,4,0,2,12,9.5,12,tinggi
2026-05-16 00:00:00,2026-05-16 04:55:55,2026-05-16 05:05:47,242,16,133.5,21,9,6,17,4,0,15.333,12.167,-5,tinggi
2026-05-16 00:00:00,2026-05-16 05:06:00,2026-05-16 05:15:47,243,10,85.9,16,21,9,6,17,4,15.667,13.167,-6,tinggi
2026-05-16 00:00:00,2026-05-16 05:15:59,2026-05-16 05:25:47,244,10,99.963,10,16,21,9,6,17,12,12,0,tinggi
2026-05-16 00:00:00,2026-05-16 05:25:55,2026-05-16 05:35:47,245,9,76.801,10,10,16,21,9,6,9.667,12.5,-1,tinggi
2026-05-16 00:00:00,2026-05-16 05:35:55,2026-05-16 05:45:47,246,3,25.7,9,10,10,16,21,9,7.333,11.5,-6,sedang
2026-05-16 00:00:00,2026-05-16 05:45:55,2026-05-16 05:55:47,247,1,8.6,3,9,10,10,16,21,4.333,8.167,-2,sedang
2026-05-16 00:00:00,2026-05-16 05:55:55,2026-05-16 06:05:47,248,7,60.101,1,3,9,10,10,16,3.667,6.667,6,tinggi
2026-05-16 00:00:00,2026-05-16 06:06:00,2026-05-16 06:15:48,249,0,0,7,1,3,9,10,10,2.667,5,-7,rendah
2026-05-16 00:00:00,2026-05-16 06:15:55,2026-05-16 06:25:48,250,0,0,0,7,1,3,9,10,2.333,3.333,0,rendah
2026-05-16 00:00:00,2026-05-16 06:25:55,2026-05-16 06:35:48,251,1,8.6,0,0,7,1,3,9,0.333,2,1,sedang
2026-05-16 00:00:00,2026-05-16 06:35:54,2026-05-16 06:45:48,252,2,17.2,1,0,0,7,1,3,1,1.833,1,sedang
2026-05-16 00:00:00,2026-05-16 06:45:55,2026-05-16 06:55:48,253,0,0,2,1,0,0,7,1,1,1.667,-2,rendah
2026-05-16 00:00:00,2026-05-16 06:55:58,2026-05-16 07:05:48,254,0,0,0,2,1,0,0,7,0.667,0.5,0,rendah
2026-05-16 00:00:00,2026-05-16 07:05:55,2026-05-16 07:15:48,255,2,17.1,0,0,2,1,0,0,0.667,0.833,2,sedang
2026-05-16 00:00:00,2026-05-16 07:15:55,2026-05-16 07:25:48,256,2,17.2,2,0,0,2,1,0,1.333,1.167,0,sedang
2026-05-16 00:00:00,2026-05-16 07:25:57,2026-05-16 07:35:48,257,6,51.2,2,2,0,0,2,1,3.333,2,4,tinggi
2026-05-16 00:00:00,2026-05-16 07:35:59,2026-05-16 07:45:48,258,4,47.438,6,2,2,0,0,2,4,2.333,-2,sedang
2026-05-16 00:00:00,2026-05-16 07:45:55,2026-05-16 07:55:48,259,0,0,4,6,2,2,0,0,3.333,2.333,-4,rendah
2026-05-16 00:00:00,2026-05-16 07:55:58,2026-05-16 08:05:48,260,0,0,0,4,6,2,2,0,1.333,2.333,0,rendah
2026-05-16 00:00:00,2026-05-16 08:05:59,2026-05-16 08:15:48,261,0,0,0,0,4,6,2,2,0,2,0,rendah
2026-05-16 00:00:00,2026-05-16 08:16:00,2026-05-16 08:25:48,262,0,0,0,0,0,4,6,2,0,1.667,0,rendah
2026-05-16 00:00:00,2026-05-16 08:25:56,2026-05-16 08:35:48,263,0,0,0,0,0,0,4,6,0,0.667,0,rendah
2026-05-16 00:00:00,2026-05-16 08:35:56,2026-05-16 08:45:48,264,0,0,0,0,0,0,0,4,0,0,0,rendah
2026-05-16 00:00:00,2026-05-16 08:45:56,2026-05-16 08:55:48,265,1,7.5,0,0,0,0,0,0,0.333,0.167,1,sedang
2026-05-16 00:00:00,2026-05-16 08:55:55,2026-05-16 09:05:48,266,0,0,1,0,0,0,0,0,0.333,0.167,-1,rendah
2026-05-16 00:00:00,2026-05-16 09:05:55,2026-05-16 09:15:49,267,0,0,0,1,0,0,0,0,0.333,0.167,0,rendah
2026-05-16 00:00:00,2026-05-16 09:15:57,2026-05-16 09:25:49,268,0,0,0,0,1,0,0,0,0,0.167,0,rendah
2026-05-16 00:00:00,2026-05-16 09:25:58,2026-05-16 09:35:49,269,1,8.5,0,0,0,1,0,0,0.333,0.333,1,sedang
2026-05-16 00:00:00,2026-05-16 09:35:55,2026-05-16 09:45:49,270,0,0,1,0,0,0,1,0,0.333,0.333,-1,rendah
2026-05-16 00:00:00,2026-05-16 09:45:56,2026-05-16 09:55:49,271,0,0,0,1,0,0,0,1,0.333,0.167,0,rendah
2026-05-16 00:00:00,2026-05-16 09:55:55,2026-05-16 10:05:49,272,0,0,0,0,1,0,0,0,0,0.167,0,rendah
2026-05-16 00:00:00,2026-05-16 10:05:56,2026-05-16 10:15:49,273,0,0,0,0,0,1,0,0,0,0.167,0,rendah
2026-05-16 00:00:00,2026-05-16 10:16:00,2026-05-16 10:25:49,274,1,8.6,0,0,0,0,1,0,0.333,0.333,1,sedang
2026-05-16 00:00:00,2026-05-16 10:25:55,2026-05-16 10:35:49,275,3,25.6,1,0,0,0,0,1,1.333,0.667,2,sedang
2026-05-16 00:00:00,2026-05-16 10:35:57,2026-05-16 10:45:49,276,2,17,3,1,0,0,0,0,2,1,-1,sedang
2026-05-16 00:00:00,2026-05-16 10:45:56,2026-05-16 10:55:49,277,6,49.8,2,3,1,0,0,0,3.667,2,4,tinggi
2026-05-16 00:00:00,2026-05-16 10:55:56,2026-05-16 11:05:49,278,0,0,6,2,3,1,0,0,2.667,2,-6,rendah
2026-05-16 00:00:00,2026-05-16 11:05:56,2026-05-16 11:15:49,279,3,25.501,0,6,2,3,1,0,3,2.5,3,sedang
2026-05-16 00:00:00,2026-05-16 11:16:01,2026-05-16 11:25:49,280,1,8.6,3,0,6,2,3,1,1.333,2.5,-2,sedang
2026-05-16 00:00:00,2026-05-16 11:25:56,2026-05-16 11:35:49,281,3,18.6,1,3,0,6,2,3,2.333,2.5,2,sedang
2026-05-16 00:00:00,2026-05-16 11:36:00,2026-05-16 11:45:49,282,0,0,3,1,3,0,6,2,1.333,2.167,-3,rendah
2026-05-16 00:00:00,2026-05-16 11:45:56,2026-05-16 11:55:49,283,0,0,0,3,1,3,0,6,1,1.167,0,rendah
2026-05-16 00:00:00,2026-05-16 11:55:57,2026-05-16 12:05:50,284,0,0,0,0,3,1,3,0,0,1.167,0,rendah
2026-05-16 00:00:00,2026-05-16 12:05:57,2026-05-16 12:15:50,285,1,8.5,0,0,0,3,1,3,0.333,0.833,1,sedang
2026-05-16 00:00:00,2026-05-16 12:15:59,2026-05-16 12:25:50,286,2,31.109,1,0,0,0,3,1,1,1,1,sedang
2026-05-16 00:00:00,2026-05-16 12:25:57,2026-05-16 12:35:50,287,11,93.501,2,1,0,0,0,3,4.667,2.333,9,tinggi
2026-05-16 00:00:00,2026-05-16 12:35:58,2026-05-16 12:45:49,288,14,119.001,11,2,1,0,0,0,9,4.667,3,tinggi
2026-05-16 00:00:00,2026-05-16 12:45:58,2026-05-16 12:55:50,289,1,8.6,14,11,2,1,0,0,8.667,4.833,-13,sedang
2026-05-16 00:00:00,2026-05-16 12:56:02,2026-05-16 13:05:50,290,1,8.5,1,14,11,2,1,0,5.333,5,0,sedang
2026-05-16 00:00:00,2026-05-16 13:05:56,2026-05-16 13:15:50,291,1,8.5,1,1,14,11,2,1,1,5,0,sedang
2026-05-16 00:00:00,2026-05-16 13:16:01,2026-05-16 13:25:50,292,2,17,1,1,1,14,11,2,1.333,5,1,sedang
2026-05-16 00:00:00,2026-05-16 13:25:58,2026-05-16 13:35:50,293,0,0,2,1,1,1,14,11,1,3.167,-2,rendah
2026-05-16 00:00:00,2026-05-16 13:35:57,2026-05-16 13:45:50,294,3,25.5,0,2,1,1,1,14,1.667,1.333,3,sedang
2026-05-16 00:00:00,2026-05-16 13:45:57,2026-05-16 13:55:50,295,3,25.6,3,0,2,1,1,1,2,1.667,0,sedang
2026-05-16 00:00:00,2026-05-16 13:55:57,2026-05-16 14:05:50,296,1,8.5,3,3,0,2,1,1,2.333,1.667,-2,sedang
2026-05-16 00:00:00,2026-05-16 14:05:58,2026-05-16 14:15:50,297,0,0,1,3,3,0,2,1,1.333,1.5,-1,rendah
2026-05-16 00:00:00,2026-05-16 14:15:58,2026-05-16 14:25:50,298,10,85.1,0,1,3,3,0,2,3.667,2.833,10,tinggi
2026-05-16 00:00:00,2026-05-16 14:25:59,2026-05-16 14:35:50,299,4,34,10,0,1,3,3,0,4.667,3.5,-6,sedang
2026-05-16 00:00:00,2026-05-16 14:35:57,2026-05-16 14:45:50,300,24,201.5,4,10,0,1,3,3,12.667,7,20,tinggi
2026-05-16 00:00:00,2026-05-16 14:45:56,2026-05-16 14:55:50,301,4,34,24,4,10,0,1,3,10.667,7.167,-20,sedang
2026-05-16 00:00:00,2026-05-16 14:55:57,2026-05-16 15:05:50,302,0,0,4,24,4,10,0,1,9.333,7,-4,rendah
2026-05-16 00:00:00,2026-05-16 15:05:58,2026-05-16 15:15:50,303,1,8.5,0,4,24,4,10,0,1.667,7.167,1,sedang
2026-05-16 00:00:00,2026-05-16 15:15:58,2026-05-16 15:25:50,304,1,8.6,1,0,4,24,4,10,0.667,5.667,0,sedang
2026-05-16 00:00:00,2026-05-16 15:26:04,2026-05-16 15:35:50,305,0,0,1,1,0,4,24,4,0.667,5,-1,rendah
2026-05-16 00:00:00,2026-05-16 15:35:59,2026-05-16 15:45:50,306,4,34,0,1,1,0,4,24,1.667,1.667,4,sedang
2026-05-16 00:00:00,2026-05-16 15:45:57,2026-05-16 15:55:50,307,3,25.5,4,0,1,1,0,4,2.333,1.5,-1,sedang
2026-05-16 00:00:00,2026-05-16 15:55:57,2026-05-16 16:05:50,308,10,85,3,4,0,1,1,0,5.667,3.167,7,tinggi
2026-05-16 00:00:00,2026-05-16 16:05:59,2026-05-16 16:15:50,309,6,51,10,3,4,0,1,1,6.333,4,-4,tinggi
2026-05-16 00:00:00,2026-05-16 16:16:03,2026-05-16 16:25:50,310,5,42.7,6,10,3,4,0,1,7,4.667,-1,tinggi
2026-05-16 00:00:00,2026-05-16 16:25:58,2026-05-16 16:35:51,311,7,59.701,5,6,10,3,4,0,6,5.833,2,tinggi
2026-05-16 00:00:00,2026-05-16 16:36:01,2026-05-16 16:45:51,312,4,34,7,5,6,10,3,4,5.333,5.833,-3,sedang
2026-05-16 00:00:00,2026-05-16 16:45:58,2026-05-16 16:55:51,313,12,102.001,4,7,5,6,10,3,7.667,7.333,8,tinggi
2026-05-16 00:00:00,2026-05-16 16:55:57,2026-05-16 17:05:51,314,13,110.4,12,4,7,5,6,10,9.667,7.833,1,tinggi
2026-05-16 00:00:00,2026-05-16 17:05:58,2026-05-16 17:15:51,315,14,119.001,13,12,4,7,5,6,13,9.167,1,tinggi
2026-05-16 00:00:00,2026-05-16 17:15:57,2026-05-16 17:25:51,316,19,161.1,14,13,12,4,7,5,15.333,11.5,5,tinggi
2026-05-16 00:00:00,2026-05-16 17:25:57,2026-05-16 17:35:51,317,6,51,19,14,13,12,4,7,13,11.333,-13,tinggi
2026-05-16 00:00:00,2026-05-16 17:35:57,2026-05-16 17:45:51,318,4,34,6,19,14,13,12,4,9.667,11.333,-2,sedang
2026-05-16 00:00:00,2026-05-16 17:45:58,2026-05-16 17:55:51,319,4,34,4,6,19,14,13,12,4.667,10,0,sedang
2026-05-16 00:00:00,2026-05-16 17:55:58,2026-05-16 18:05:51,320,25,211.6,4,4,6,19,14,13,11,12,21,tinggi
2026-05-16 00:00:00,2026-05-16 18:05:58,2026-05-16 18:15:51,321,15,121.2,25,4,4,6,19,14,14.667,12.167,-10,tinggi
2026-05-16 00:00:00,2026-05-16 18:16:00,2026-05-16 18:25:51,322,28,228.503,15,25,4,4,6,19,22.667,13.667,13,tinggi
2026-05-16 00:00:00,2026-05-16 18:25:58,2026-05-16 18:35:51,323,17,143.902,28,15,25,4,4,6,20,15.5,-11,tinggi
2026-05-16 00:00:00,2026-05-16 18:36:02,2026-05-16 18:45:51,324,5,42.5,17,28,15,25,4,4,16.667,15.667,-12,tinggi
2026-05-16 00:00:00,2026-05-16 18:46:00,2026-05-16 18:55:51,325,18,151.1,5,17,28,15,25,4,13.333,18,13,tinggi
2026-05-16 00:00:00,2026-05-16 18:56:03,2026-05-16 19:05:51,326,23,189.8,18,5,17,28,15,25,15.333,17.667,5,tinggi
2026-05-16 00:00:00,2026-05-16 19:05:58,2026-05-16 19:15:51,327,7,59.2,23,18,5,17,28,15,16,16.333,-16,tinggi
2026-05-16 00:00:00,2026-05-16 19:15:58,2026-05-16 19:25:51,328,19,160.8,7,23,18,5,17,28,16.333,14.833,12,tinggi
2026-05-16 00:00:00,2026-05-16 19:25:58,2026-05-16 19:35:51,329,26,236.58,19,7,23,18,5,17,17.333,16.333,7,tinggi
2026-05-16 00:00:00,2026-05-16 19:35:58,2026-05-16 19:45:51,330,21,177.401,26,19,7,23,18,5,22,19,-5,tinggi
2026-05-16 00:00:00,2026-05-16 19:45:59,2026-05-16 19:55:51,331,11,93.1,21,26,19,7,23,18,19.333,17.833,-10,tinggi
2026-05-16 00:00:00,2026-05-16 19:55:58,2026-05-16 20:05:51,332,14,118.6,11,21,26,19,7,23,15.333,16.333,3,tinggi
2026-05-16 00:00:00,2026-05-16 20:05:59,2026-05-16 20:15:51,333,8,67.9,14,11,21,26,19,7,11,16.5,-6,tinggi
2026-05-16 00:00:00,2026-05-16 20:16:00,2026-05-16 20:25:52,334,3,25.3,8,14,11,21,26,19,8.333,13.833,-5,sedang
2026-05-16 00:00:00,2026-05-16 20:25:58,2026-05-16 20:35:52,335,11,93.201,3,8,14,11,21,26,7.333,11.333,8,tinggi
2026-05-16 00:00:00,2026-05-16 20:36:02,2026-05-16 20:45:52,336,32,270.1,11,3,8,14,11,21,15.333,13.167,21,tinggi
2026-05-16 00:00:00,2026-05-16 20:46:02,2026-05-16 20:55:52,337,24,203.3,32,11,3,8,14,11,22.333,15.333,-8,tinggi
2026-05-16 00:00:00,2026-05-16 20:56:03,2026-05-16 21:05:52,338,20,182.798,24,32,11,3,8,14,25.333,16.333,-4,tinggi
2026-05-16 00:00:00,2026-05-16 21:06:03,2026-05-16 21:15:52,339,21,177.1,20,24,32,11,3,8,21.667,18.5,1,tinggi
2026-05-16 00:00:00,2026-05-16 21:16:01,2026-05-16 21:25:52,340,12,101.702,21,20,24,32,11,3,17.667,20,-9,tinggi
2026-05-16 00:00:00,2026-05-16 21:26:01,2026-05-16 21:35:52,341,17,144.101,12,21,20,24,32,11,16.667,21,5,tinggi
2026-05-16 00:00:00,2026-05-16 21:36:06,2026-05-16 21:45:52,342,14,118.9,17,12,21,20,24,32,14.333,18,-3,tinggi
2026-05-16 00:00:00,2026-05-16 21:46:00,2026-05-16 21:55:52,343,1,8.5,14,17,12,21,20,24,10.667,14.167,-13,sedang
2026-05-16 00:00:00,2026-05-16 21:55:59,2026-05-16 22:05:52,344,0,0,1,14,17,12,21,20,5,10.833,-1,rendah
2026-05-16 00:00:00,2026-05-16 22:06:01,2026-05-16 22:15:52,345,10,84.8,0,1,14,17,12,21,3.667,9,10,tinggi
2026-05-16 00:00:00,2026-05-16 22:16:01,2026-05-16 22:25:52,346,19,154.3,10,0,1,14,17,12,9.667,10.167,9,tinggi
2026-05-16 00:00:00,2026-05-16 22:26:01,2026-05-16 22:35:52,347,1,8.5,19,10,0,1,14,17,10,7.5,-18,sedang
2026-05-16 00:00:00,2026-05-16 22:36:00,2026-05-16 22:45:52,348,11,93.4,1,19,10,0,1,14,10.333,7,10,tinggi
2026-05-16 00:00:00,2026-05-16 22:46:04,2026-05-16 22:55:52,349,10,85.2,11,1,19,10,0,1,7.333,8.5,-1,tinggi
2026-05-16 00:00:00,2026-05-16 22:56:03,2026-05-16 23:05:52,350,4,34.1,10,11,1,19,10,0,8.333,9.167,-6,sedang
2026-05-16 00:00:00,2026-05-16 23:06:04,2026-05-16 23:15:52,351,8,68.1,4,10,11,1,19,10,7.333,8.833,4,tinggi
2026-05-16 00:00:00,2026-05-16 23:16:03,2026-05-16 23:25:52,352,0,0,8,4,10,11,1,19,4,5.667,-8,rendah
2026-05-16 00:00:00,2026-05-16 23:25:58,2026-05-16 23:35:53,353,0,0,0,8,4,10,11,1,2.667,5.5,0,rendah
2026-05-16 00:00:00,2026-05-16 23:36:00,2026-05-16 23:45:53,354,2,17.001,0,0,8,4,10,11,0.667,4,2,sedang
2026-05-16 00:00:00,2026-05-16 23:46:00,2026-05-16 23:55:53,355,15,121.5,2,0,0,8,4,10,5.667,4.833,13,tinggi
2026-05-17 00:00:00,2026-05-16 23:56:05,2026-05-17 00:05:53,356,0,0,15,2,0,0,8,4,5.667,4.167,-15,rendah
2026-05-17 00:00:00,2026-05-17 00:06:01,2026-05-17 00:15:53,357,0,0,0,15,2,0,0,8,5,2.833,0,rendah
2026-05-17 00:00:00,2026-05-17 00:15:59,2026-05-17 00:25:53,358,19,161.7,0,0,15,2,0,0,6.333,6,19,tinggi
2026-05-17 00:00:00,2026-05-17 00:26:00,2026-05-17 00:35:53,359,23,189.101,19,0,0,15,2,0,14,9.833,4,tinggi
2026-05-17 00:00:00,2026-05-17 00:36:07,2026-05-17 00:45:53,360,8,68.1,23,19,0,0,15,2,16.667,10.833,-15,tinggi
2026-05-17 00:00:00,2026-05-17 00:46:05,2026-05-17 00:55:53,361,18,167.334,8,23,19,0,0,15,16.333,11.333,10,tinggi
2026-05-17 00:00:00,2026-05-17 00:56:00,2026-05-17 01:05:53,362,9,76.6,18,8,23,19,0,0,11.667,12.833,-9,tinggi
2026-05-17 00:00:00,2026-05-17 01:06:01,2026-05-17 01:15:53,363,14,119,9,18,8,23,19,0,13.667,15.167,5,tinggi
2026-05-17 00:00:00,2026-05-17 01:15:59,2026-05-17 01:25:53,364,5,42.7,14,9,18,8,23,19,9.333,12.833,-9,tinggi
2026-05-17 00:00:00,2026-05-17 01:26:00,2026-05-17 01:35:53,365,1,8.5,5,14,9,18,8,23,6.667,9.167,-4,sedang
2026-05-17 00:00:00,2026-05-17 01:36:01,2026-05-17 01:45:53,366,28,238.403,1,5,14,9,18,8,11.333,12.5,27,tinggi
2026-05-17 00:00:00,2026-05-17 01:46:03,2026-05-17 01:55:53,367,3,17.9,28,1,5,14,9,18,10.667,10,-25,sedang
2026-05-17 00:00:00,2026-05-17 01:56:04,2026-05-17 02:05:53,368,1,7.5,3,28,1,5,14,9,10.667,8.667,-2,sedang
2026-05-17 00:00:00,2026-05-17 02:06:01,2026-05-17 02:15:53,369,0,0,1,3,28,1,5,14,1.333,6.333,-1,rendah
2026-05-17 00:00:00,2026-05-17 02:16:04,2026-05-17 02:25:53,370,0,0,0,1,3,28,1,5,0.333,5.5,0,rendah
2026-05-17 00:00:00,2026-05-17 02:26:04,2026-05-17 02:35:53,371,1,8.5,0,0,1,3,28,1,0.333,5.5,1,sedang
2026-05-17 00:00:00,2026-05-17 02:36:05,2026-05-17 02:45:53,372,19,159.401,1,0,0,1,3,28,6.667,4,18,tinggi
