Tanggal,Interval Mulai,Interval Selesai,t (interval),count,durasi aktif,lag1,lag2,lag3,lag4,lag5,lag6,avg30,avg60,delta1,label
2026-05-17 00:00:00,2026-05-17 02:46:01,2026-05-17 02:55:53,373,0,0,19,1,0,0,1,3,6.667,3.5,-19,rendah
2026-05-17 00:00:00,2026-05-17 02:56:01,2026-05-17 03:05:53,374,0,0,0,19,1,0,0,1,6.333,3.333,0,rendah
2026-05-17 00:00:00,2026-05-17 03:06:02,2026-05-17 03:15:53,375,0,0,0,0,19,1,0,0,0,3.333,0,rendah
2026-05-17 00:00:00,2026-05-17 03:16:01,2026-05-17 03:25:53,376,3,25.6,0,0,0,19,1,0,1,3.833,3,sedang
2026-05-17 00:00:00,2026-05-17 03:26:06,2026-05-17 03:35:54,377,10,85,3,0,0,0,19,1,4.333,5.333,7,tinggi
2026-05-17 00:00:00,2026-05-17 03:36:01,2026-05-17 03:45:53,378,20,170.3,10,3,0,0,0,19,11,5.5,10,tinggi
2026-05-17 00:00:00,2026-05-17 03:46:05,2026-05-17 03:55:53,379,20,162.9,20,10,3,0,0,0,16.667,8.833,0,tinggi
2026-05-17 00:00:00,2026-05-17 03:56:01,2026-05-17 04:05:53,380,26,221.001,20,20,10,3,0,0,22,13.167,6,tinggi
2026-05-17 00:00:00,2026-05-17 04:06:02,2026-05-17 04:15:53,381,9,68.2,26,20,20,10,3,0,18.333,14.667,-17,tinggi
2026-05-17 00:00:00,2026-05-17 04:16:01,2026-05-17 04:25:53,382,0,0,9,26,20,20,10,3,11.667,14.167,-9,rendah
2026-05-17 00:00:00,2026-05-17 04:26:02,2026-05-17 04:35:53,383,16,132.401,0,9,26,20,20,10,8.333,15.167,16,tinggi
2026-05-17 00:00:00,2026-05-17 04:36:00,2026-05-17 04:45:54,384,8,68,16,0,9,26,20,20,8,13.167,-8,tinggi
2026-05-17 00:00:00,2026-05-17 04:46:01,2026-05-17 04:55:54,385,0,0,8,16,0,9,26,20,8,9.833,-8,rendah
2026-05-17 00:00:00,2026-05-17 04:56:01,2026-05-17 05:05:54,386,0,0,0,8,16,0,9,26,2.667,5.5,0,rendah
2026-05-17 00:00:00,2026-05-17 05:06:01,2026-05-17 05:15:54,387,0,0,0,0,8,16,0,9,0,4,0,rendah
2026-05-17 00:00:00,2026-05-17 05:16:03,2026-05-17 05:25:54,388,0,0,0,0,0,8,16,0,0,4,0,rendah
2026-05-17 00:00:00,2026-05-17 05:26:01,2026-05-17 05:35:54,389,0,0,0,0,0,0,8,16,0,1.333,0,rendah
2026-05-17 00:00:00,2026-05-17 05:36:01,2026-05-17 05:45:54,390,4,34.301,0,0,0,0,0,8,1.333,0.667,4,sedang
2026-05-17 00:00:00,2026-05-17 05:46:01,2026-05-17 05:55:54,391,0,0,4,0,0,0,0,0,1.333,0.667,-4,rendah
2026-05-17 00:00:00,2026-05-17 05:56:06,2026-05-17 06:05:54,392,0,0,0,4,0,0,0,0,1.333,0.667,0,rendah
2026-05-17 00:00:00,2026-05-17 06:06:02,2026-05-17 06:15:54,393,5,42.8,0,0,4,0,0,0,1.667,1.5,5,tinggi
2026-05-17 00:00:00,2026-05-17 06:16:01,2026-05-17 06:25:54,394,1,8.5,5,0,0,4,0,0,2,1.667,-4,sedang
2026-05-17 00:00:00,2026-05-17 06:26:05,2026-05-17 06:35:54,395,7,59.6,1,5,0,0,4,0,4.333,2.833,6,tinggi
2026-05-17 00:00:00,2026-05-17 06:36:03,2026-05-17 06:45:54,396,15,122.601,7,1,5,0,0,4,7.667,4.667,8,tinggi
2026-05-17 00:00:00,2026-05-17 06:46:01,2026-05-17 06:55:54,397,10,85.4,15,7,1,5,0,0,10.667,6.333,-5,tinggi
2026-05-17 00:00:00,2026-05-17 06:56:04,2026-05-17 07:05:54,398,0,0,10,15,7,1,5,0,8.333,6.333,-10,rendah
2026-05-17 00:00:00,2026-05-17 07:06:01,2026-05-17 07:15:54,399,0,0,0,10,15,7,1,5,3.333,5.5,0,rendah
2026-05-17 00:00:00,2026-05-17 07:16:01,2026-05-17 07:25:54,400,0,0,0,0,10,15,7,1,0,5.333,0,rendah
2026-05-17 00:00:00,2026-05-17 07:26:01,2026-05-17 07:35:54,401,1,8.5,0,0,0,10,15,7,0.333,4.333,1,sedang
2026-05-17 00:00:00,2026-05-17 07:36:02,2026-05-17 07:45:55,402,0,0,1,0,0,0,10,15,0.333,1.833,-1,rendah
2026-05-17 00:00:00,2026-05-17 07:46:01,2026-05-17 07:55:55,403,1,8.5,0,1,0,0,0,10,0.667,0.333,1,sedang
2026-05-17 00:00:00,2026-05-17 07:56:04,2026-05-17 08:05:55,404,0,0,1,0,1,0,0,0,0.333,0.333,-1,rendah
2026-05-17 00:00:00,2026-05-17 08:06:01,2026-05-17 08:15:55,405,3,25.6,0,1,0,1,0,0,1.333,0.833,3,sedang
2026-05-17 00:00:00,2026-05-17 08:16:02,2026-05-17 08:25:55,406,6,51,3,0,1,0,1,0,3,1.833,3,tinggi
2026-05-17 00:00:00,2026-05-17 08:26:02,2026-05-17 08:35:55,407,10,85,6,3,0,1,0,1,6.333,3.333,4,tinggi
2026-05-17 00:00:00,2026-05-17 08:36:02,2026-05-17 08:45:55,408,7,59.5,10,6,3,0,1,0,7.667,4.5,-3,tinggi
2026-05-17 00:00:00,2026-05-17 08:46:08,2026-05-17 08:55:55,409,3,25.5,7,10,6,3,0,1,6.667,4.833,-4,sedang
2026-05-17 00:00:00,2026-05-17 08:56:01,2026-05-17 09:05:55,410,0,0,3,7,10,6,3,0,3.333,4.833,-3,rendah
2026-05-17 00:00:00,2026-05-17 09:06:02,2026-05-17 09:15:55,411,14,119.201,0,3,7,10,6,3,5.667,6.667,14,tinggi
2026-05-17 00:00:00,2026-05-17 09:16:03,2026-05-17 09:25:55,412,0,0,14,0,3,7,10,6,4.667,5.667,-14,rendah
2026-05-17 00:00:00,2026-05-17 09:26:02,2026-05-17 09:35:55,413,9,76.5,0,14,0,3,7,10,7.667,5.5,9,tinggi
2026-05-17 00:00:00,2026-05-17 09:36:03,2026-05-17 09:45:55,414,0,0,9,0,14,0,3,7,3,4.333,-9,rendah
2026-05-17 00:00:00,2026-05-17 09:46:02,2026-05-17 09:55:55,415,1,8.5,0,9,0,14,0,3,3.333,4,1,sedang
2026-05-17 00:00:00,2026-05-17 09:56:01,2026-05-17 10:05:55,416,3,25.5,1,0,9,0,14,0,1.333,4.5,2,sedang
2026-05-17 00:00:00,2026-05-17 10:06:01,2026-05-17 10:15:55,417,1,8.5,3,1,0,9,0,14,1.667,2.333,-2,sedang
2026-05-17 00:00:00,2026-05-17 10:16:03,2026-05-17 10:25:55,418,1,8.5,1,3,1,0,9,0,1.667,2.5,0,sedang
2026-05-17 00:00:00,2026-05-17 10:26:02,2026-05-17 10:35:55,419,0,0,1,1,3,1,0,9,0.667,1,-1,rendah
2026-05-17 00:00:00,2026-05-17 10:36:03,2026-05-17 10:45:55,420,0,0,0,1,1,3,1,0,0.333,1,0,rendah
2026-05-17 00:00:00,2026-05-17 10:46:02,2026-05-17 10:55:55,421,1,8.5,0,0,1,1,3,1,0.333,1,1,sedang
2026-05-17 00:00:00,2026-05-17 10:56:02,2026-05-17 11:05:55,422,1,8.5,1,0,0,1,1,3,0.667,0.667,0,sedang
2026-05-17 00:00:00,2026-05-17 11:06:07,2026-05-17 11:15:55,423,9,76.7,1,1,0,0,1,1,3.667,2,8,tinggi
2026-05-17 00:00:00,2026-05-17 11:16:02,2026-05-17 11:25:55,424,12,102.1,9,1,1,0,0,1,7.333,3.833,3,tinggi
2026-05-17 00:00:00,2026-05-17 11:26:02,2026-05-17 11:35:55,425,10,85,12,9,1,1,0,0,10.333,5.5,-2,tinggi
2026-05-17 00:00:00,2026-05-17 11:36:03,2026-05-17 11:45:55,426,7,56.9,10,12,9,1,1,0,9.667,6.667,-3,tinggi
2026-05-17 00:00:00,2026-05-17 11:46:02,2026-05-17 11:55:56,427,14,118.9,7,10,12,9,1,1,10.333,8.833,7,tinggi
2026-05-17 00:00:00,2026-05-17 11:56:02,2026-05-17 12:05:56,428,9,76.5,14,7,10,12,9,1,10,10.167,-5,tinggi
2026-05-17 00:00:00,2026-05-17 12:06:02,2026-05-17 12:15:56,429,16,135.5,9,14,7,10,12,9,13,11.333,7,tinggi
2026-05-17 00:00:00,2026-05-17 12:16:04,2026-05-17 12:25:56,430,9,76.4,16,9,14,7,10,12,11.333,10.833,-7,tinggi
2026-05-17 00:00:00,2026-05-17 12:26:04,2026-05-17 12:35:56,431,7,59.4,9,16,9,14,7,10,10.667,10.333,-2,tinggi
2026-05-17 00:00:00,2026-05-17 12:36:02,2026-05-17 12:45:56,432,1,8.5,7,9,16,9,14,7,5.667,9.333,-6,sedang
2026-05-17 00:00:00,2026-05-17 12:46:02,2026-05-17 12:55:56,433,1,8.5,1,7,9,16,9,14,3,7.167,0,sedang
2026-05-17 00:00:00,2026-05-17 12:56:02,2026-05-17 13:05:56,434,0,0,1,1,7,9,16,9,0.667,5.667,-1,rendah
2026-05-17 00:00:00,2026-05-17 13:06:05,2026-05-17 13:15:56,435,16,129,0,1,1,7,9,16,5.667,5.667,16,tinggi
2026-05-17 00:00:00,2026-05-17 13:16:07,2026-05-17 13:25:56,436,9,76,16,0,1,1,7,9,8.333,5.667,-7,tinggi
2026-05-17 00:00:00,2026-05-17 13:26:02,2026-05-17 13:35:56,437,7,59.3,9,16,0,1,1,7,10.667,5.667,-2,tinggi
2026-05-17 00:00:00,2026-05-17 13:36:03,2026-05-17 13:45:56,438,3,25.401,7,9,16,0,1,1,6.333,6,-4,sedang
2026-05-17 00:00:00,2026-05-17 13:46:03,2026-05-17 13:55:56,439,8,67.7,3,7,9,16,0,1,6,7.167,5,tinggi
2026-05-17 00:00:00,2026-05-17 13:56:05,2026-05-17 14:05:56,440,1,8.5,8,3,7,9,16,0,4,7.333,-7,sedang
2026-05-17 00:00:00,2026-05-17 14:06:04,2026-05-17 14:15:56,441,2,17,1,8,3,7,9,16,3.667,5,1,sedang
2026-05-17 00:00:00,2026-05-17 14:16:03,2026-05-17 14:25:56,442,8,67.9,2,1,8,3,7,9,3.667,4.833,6,tinggi
2026-05-17 00:00:00,2026-05-17 14:26:05,2026-05-17 14:35:56,443,8,67.7,8,2,1,8,3,7,6,5,0,tinggi
2026-05-17 00:00:00,2026-05-17 14:36:03,2026-05-17 14:45:56,444,2,16.9,8,8,2,1,8,3,6,4.833,-6,sedang
2026-05-17 00:00:00,2026-05-17 14:46:03,2026-05-17 14:55:56,445,9,75.2,2,8,8,2,1,8,6.333,5,7,tinggi
2026-05-17 00:00:00,2026-05-17 14:56:04,2026-05-17 15:05:56,446,2,16.9,9,2,8,8,2,1,4.333,5.167,-7,sedang
2026-05-17 00:00:00,2026-05-17 15:06:13,2026-05-17 15:15:56,447,1,8.4,2,9,2,8,8,2,4,5,-1,sedang
2026-05-17 00:00:00,2026-05-17 15:16:03,2026-05-17 15:25:57,448,0,0,1,2,9,2,8,8,1,3.667,-1,rendah
2026-05-17 00:00:00,2026-05-17 15:26:05,2026-05-17 15:35:57,449,4,33.8,0,1,2,9,2,8,1.667,3,4,sedang
2026-05-17 00:00:00,2026-05-17 15:36:04,2026-05-17 15:45:56,450,5,42.4,4,0,1,2,9,2,3,3.5,1,tinggi
2026-05-17 00:00:00,2026-05-17 15:46:04,2026-05-17 15:55:57,451,1,8.5,5,4,0,1,2,9,3.333,2.167,-4,sedang
2026-05-17 00:00:00,2026-05-17 15:56:03,2026-05-17 16:05:57,452,4,33.669,1,5,4,0,1,2,3.333,2.5,3,sedang
2026-05-17 00:00:00,2026-05-17 16:06:03,2026-05-17 16:15:57,453,6,50.6,4,1,5,4,0,1,3.667,3.333,2,tinggi
2026-05-17 00:00:00,2026-05-17 16:16:04,2026-05-17 16:25:57,454,0,0,6,4,1,5,4,0,3.333,3.333,-6,rendah
2026-05-17 00:00:00,2026-05-17 16:26:04,2026-05-17 16:35:57,455,1,8.5,0,6,4,1,5,4,2.333,2.833,1,sedang
2026-05-17 00:00:00,2026-05-17 16:36:05,2026-05-17 16:45:57,456,0,0,1,0,6,4,1,5,0.333,2,-1,rendah
2026-05-17 00:00:00,2026-05-17 16:46:07,2026-05-17 16:55:57,457,0,0,0,1,0,6,4,1,0.333,1.833,0,rendah
2026-05-17 00:00:00,2026-05-17 16:56:05,2026-05-17 17:05:57,458,7,59.1,0,0,1,0,6,4,2.333,2.333,7,tinggi
2026-05-17 00:00:00,2026-05-17 17:06:04,2026-05-17 17:15:57,459,10,84.248,7,0,0,1,0,6,5.667,3,3,tinggi
2026-05-17 00:00:00,2026-05-17 17:16:03,2026-05-17 17:25:57,460,3,25.3,10,7,0,0,1,0,6.667,3.5,-7,sedang
2026-05-17 00:00:00,2026-05-17 17:26:05,2026-05-17 17:35:57,461,0,0,3,10,7,0,0,1,4.333,3.333,-3,rendah
2026-05-17 00:00:00,2026-05-17 17:36:05,2026-05-17 17:45:57,462,0,0,0,3,10,7,0,0,1,3.333,0,rendah
2026-05-17 00:00:00,2026-05-17 17:46:05,2026-05-17 17:55:57,463,3,25.301,0,0,3,10,7,0,1,3.833,3,sedang
2026-05-17 00:00:00,2026-05-17 17:56:03,2026-05-17 18:05:57,464,4,30.5,3,0,0,3,10,7,2.333,3.333,1,sedang
2026-05-17 00:00:00,2026-05-17 18:06:08,2026-05-17 18:15:57,465,3,25.5,4,3,0,0,3,10,3.333,2.167,-1,sedang
2026-05-17 00:00:00,2026-05-17 18:16:03,2026-05-17 18:25:57,466,0,0,3,4,3,0,0,3,2.333,1.667,-3,rendah
2026-05-17 00:00:00,2026-05-17 18:26:09,2026-05-17 18:35:57,467,0,0,0,3,4,3,0,0,1,1.667,0,rendah
2026-05-17 00:00:00,2026-05-17 18:36:11,2026-05-17 18:45:57,468,29,245,0,0,3,4,3,0,9.667,6.5,29,tinggi
2026-05-17 00:00:00,2026-05-17 18:46:05,2026-05-17 18:55:57,469,8,67.7,29,0,0,3,4,3,12.333,7.333,-21,tinggi
2026-05-17 00:00:00,2026-05-17 18:56:04,2026-05-17 19:05:58,470,1,8.5,8,29,0,0,3,4,12.667,6.833,-7,sedang
2026-05-17 00:00:00,2026-05-17 19:06:04,2026-05-17 19:15:58,471,12,101.8,1,8,29,0,0,3,7,8.333,11,tinggi
2026-05-17 00:00:00,2026-05-17 19:16:05,2026-05-17 19:25:58,472,1,8.5,12,1,8,29,0,0,4.667,8.5,-11,sedang
2026-05-17 00:00:00,2026-05-17 19:26:05,2026-05-17 19:35:58,473,2,16.9,1,12,1,8,29,0,5,8.833,1,sedang
2026-05-17 00:00:00,2026-05-17 19:36:05,2026-05-17 19:45:58,474,0,0,2,1,12,1,8,29,1,4,-2,rendah
2026-05-17 00:00:00,2026-05-17 19:46:05,2026-05-17 19:55:58,475,18,152.1,0,2,1,12,1,8,6.667,5.667,18,tinggi
2026-05-17 00:00:00,2026-05-17 19:56:04,2026-05-17 20:05:58,476,8,67.4,18,0,2,1,12,1,8.667,6.833,-10,tinggi
2026-05-17 00:00:00,2026-05-17 20:06:10,2026-05-17 20:15:58,477,2,17,8,18,0,2,1,12,9.333,5.167,-6,sedang
2026-05-17 00:00:00,2026-05-17 20:16:05,2026-05-17 20:25:58,478,0,0,2,8,18,0,2,1,3.333,5,-2,rendah
2026-05-17 00:00:00,2026-05-17 20:26:05,2026-05-17 20:35:58,479,0,0,0,2,8,18,0,2,0.667,4.667,0,rendah
2026-05-17 00:00:00,2026-05-17 20:36:05,2026-05-17 20:45:58,480,0,0,0,0,2,8,18,0,0,4.667,0,rendah
2026-05-17 00:00:00,2026-05-17 20:46:06,2026-05-17 20:55:58,481,0,0,0,0,0,2,8,18,0,1.667,0,rendah
2026-05-17 00:00:00,2026-05-17 20:56:06,2026-05-17 21:05:58,482,1,8.5,0,0,0,0,2,8,0.333,0.5,1,sedang
2026-05-17 00:00:00,2026-05-17 21:06:07,2026-05-17 21:15:58,483,5,42.5,1,0,0,0,0,2,2,1,4,tinggi
2026-05-17 00:00:00,2026-05-17 21:16:06,2026-05-17 21:25:58,484,19,155.3,5,1,0,0,0,0,8.333,4.167,14,tinggi
2026-05-17 00:00:00,2026-05-17 21:26:10,2026-05-17 21:35:58,485,2,17,19,5,1,0,0,0,8.667,4.5,-17,sedang
2026-05-17 00:00:00,2026-05-17 21:36:05,2026-05-17 21:45:58,486,2,16.9,2,19,5,1,0,0,7.667,4.833,0,sedang
2026-05-17 00:00:00,2026-05-17 21:46:11,2026-05-17 21:55:58,487,0,0,2,2,19,5,1,0,1.333,4.833,-2,rendah
2026-05-17 00:00:00,2026-05-17 21:56:04,2026-05-17 22:05:58,488,13,110.4,0,2,2,19,5,1,5,6.833,13,tinggi
2026-05-17 00:00:00,2026-05-17 22:06:05,2026-05-17 22:15:59,489,11,86.6,13,0,2,2,19,5,8,7.833,-2,tinggi
2026-05-17 00:00:00,2026-05-17 22:16:06,2026-05-17 22:25:59,490,0,0,11,13,0,2,2,19,8,4.667,-11,rendah
2026-05-17 00:00:00,2026-05-17 22:26:05,2026-05-17 22:35:59,491,0,0,0,11,13,0,2,2,3.667,4.333,0,rendah
2026-05-17 00:00:00,2026-05-17 22:36:05,2026-05-17 22:45:59,492,1,8.5,0,0,11,13,0,2,0.333,4.167,1,sedang
2026-05-17 00:00:00,2026-05-17 22:46:06,2026-05-17 22:55:59,493,11,93.4,1,0,0,11,13,0,4,6,10,tinggi
2026-05-17 00:00:00,2026-05-17 22:56:06,2026-05-17 23:05:59,494,9,76.1,11,1,0,0,11,13,7,5.333,-2,tinggi
2026-05-17 00:00:00,2026-05-17 23:06:08,2026-05-17 23:15:59,495,0,0,9,11,1,0,0,11,6.667,3.5,-9,rendah
2026-05-17 00:00:00,2026-05-17 23:16:06,2026-05-17 23:25:59,496,1,8.5,0,9,11,1,0,0,3.333,3.667,1,sedang
2026-05-17 00:00:00,2026-05-17 23:26:06,2026-05-17 23:35:59,497,0,0,1,0,9,11,1,0,0.333,3.667,-1,rendah
2026-05-17 00:00:00,2026-05-17 23:36:10,2026-05-17 23:45:59,498,1,8.5,0,1,0,9,11,1,0.667,3.667,1,sedang
2026-05-17 00:00:00,2026-05-17 23:46:07,2026-05-17 23:55:59,499,0,0,1,0,1,0,9,11,0.333,1.833,-1,rendah
2026-05-18 00:00:00,2026-05-17 23:56:07,2026-05-18 00:05:59,500,9,76.5,0,1,0,1,0,9,3.333,1.833,9,tinggi
2026-05-18 00:00:00,2026-05-18 00:06:05,2026-05-18 00:15:59,501,7,56.5,9,0,1,0,1,0,5.333,3,-2,tinggi
2026-05-18 00:00:00,2026-05-18 00:16:11,2026-05-18 00:25:59,502,0,0,7,9,0,1,0,1,5.333,2.833,-7,rendah
2026-05-18 00:00:00,2026-05-18 00:26:07,2026-05-18 00:35:59,503,1,8.5,0,7,9,0,1,0,2.667,3,1,sedang
2026-05-18 00:00:00,2026-05-18 00:36:06,2026-05-18 00:45:59,504,0,0,1,0,7,9,0,1,0.333,2.833,-1,rendah
2026-05-18 00:00:00,2026-05-18 00:46:06,2026-05-18 00:55:59,505,0,0,0,1,0,7,9,0,0.333,2.833,0,rendah
2026-05-18 00:00:00,2026-05-18 00:56:06,2026-05-18 01:05:59,506,1,8.5,0,0,1,0,7,9,0.333,1.5,1,sedang
2026-05-18 00:00:00,2026-05-18 01:06:06,2026-05-18 01:15:59,507,0,0,1,0,0,1,0,7,0.333,0.333,-1,rendah
2026-05-18 00:00:00,2026-05-18 01:16:06,2026-05-18 01:25:59,508,18,152.503,0,1,0,0,1,0,6.333,3.333,18,tinggi
2026-05-18 00:00:00,2026-05-18 01:26:07,2026-05-18 01:35:59,509,0,0,18,0,1,0,0,1,6,3.167,-18,rendah
2026-05-18 00:00:00,2026-05-18 01:36:06,2026-05-18 01:46:00,510,2,17,0,18,0,1,0,0,6.667,3.5,2,sedang
2026-05-18 00:00:00,2026-05-18 01:46:10,2026-05-18 01:56:00,511,27,228.802,2,0,18,0,1,0,9.667,8,25,tinggi
2026-05-18 00:00:00,2026-05-18 01:56:08,2026-05-18 02:06:00,512,15,140.112,27,2,0,18,0,1,14.667,10.333,-12,tinggi
2026-05-18 00:00:00,2026-05-18 02:06:13,2026-05-18 02:16:00,513,1,7.1,15,27,2,0,18,0,14.333,10.5,-14,sedang
2026-05-18 00:00:00,2026-05-18 02:16:08,2026-05-18 02:26:00,514,11,92.9,1,15,27,2,0,18,9,9.333,10,tinggi
2026-05-18 00:00:00,2026-05-18 02:26:12,2026-05-18 02:36:00,515,2,12.5,11,1,15,27,2,0,4.667,9.667,-9,sedang
2026-05-18 00:00:00,2026-05-18 02:36:06,2026-05-18 02:46:00,516,0,0,2,11,1,15,27,2,4.333,9.333,-2,rendah
2026-05-18 00:00:00,2026-05-18 02:46:06,2026-05-18 02:56:00,517,0,0,0,2,11,1,15,27,0.667,4.833,0,rendah
2026-05-18 00:00:00,2026-05-18 02:56:07,2026-05-18 03:06:00,518,0,0,0,0,2,11,1,15,0,2.333,0,rendah
2026-05-18 00:00:00,2026-05-18 03:06:07,2026-05-18 03:16:00,519,1,8.5,0,0,0,2,11,1,0.333,2.333,1,sedang
2026-05-18 00:00:00,2026-05-18 03:16:09,2026-05-18 03:26:00,520,0,0,1,0,0,0,2,11,0.333,0.5,-1,rendah
2026-05-18 00:00:00,2026-05-18 03:26:10,2026-05-18 03:36:00,521,1,8.5,0,1,0,0,0,2,0.667,0.333,1,sedang
2026-05-18 00:00:00,2026-05-18 03:36:08,2026-05-18 03:46:00,522,18,145.602,1,0,1,0,0,0,6.333,3.333,17,tinggi
2026-05-18 00:00:00,2026-05-18 03:46:08,2026-05-18 03:56:00,523,0,0,18,1,0,1,0,0,6.333,3.333,-18,rendah
2026-05-18 00:00:00,2026-05-18 03:56:10,2026-05-18 04:06:00,524,0,0,0,18,1,0,1,0,6,3.333,0,rendah
2026-05-18 00:00:00,2026-05-18 04:06:07,2026-05-18 04:16:00,525,12,101.8,0,0,18,1,0,1,4,5.167,12,tinggi
2026-05-18 00:00:00,2026-05-18 04:16:07,2026-05-18 04:26:00,526,16,135.501,12,0,0,18,1,0,9.333,7.833,4,tinggi
2026-05-18 00:00:00,2026-05-18 04:26:07,2026-05-18 04:36:00,527,1,8.5,16,12,0,0,18,1,9.667,7.833,-15,sedang
2026-05-18 00:00:00,2026-05-18 04:36:08,2026-05-18 04:46:00,528,2,16.9,1,16,12,0,0,18,6.333,5.167,1,sedang
2026-05-18 00:00:00,2026-05-18 04:46:07,2026-05-18 04:56:00,529,4,33.9,2,1,16,12,0,0,2.333,5.833,2,sedang
2026-05-18 00:00:00,2026-05-18 04:56:07,2026-05-18 05:06:00,530,12,95.1,4,2,1,16,12,0,6,7.833,8,tinggi
2026-05-18 00:00:00,2026-05-18 05:06:07,2026-05-18 05:16:00,531,15,126.9,12,4,2,1,16,12,10.333,8.333,3,tinggi
2026-05-18 00:00:00,2026-05-18 05:16:08,2026-05-18 05:26:01,532,14,118.401,15,12,4,2,1,16,13.667,8,-1,tinggi
2026-05-18 00:00:00,2026-05-18 05:26:09,2026-05-18 05:36:01,533,18,152.4,14,15,12,4,2,1,15.667,10.833,4,tinggi
2026-05-18 00:00:00,2026-05-18 05:36:07,2026-05-18 05:46:01,534,6,50.9,18,14,15,12,4,2,12.667,11.5,-12,tinggi
2026-05-18 00:00:00,2026-05-18 05:46:07,2026-05-18 05:56:01,535,2,13.1,6,18,14,15,12,4,8.667,11.167,-4,sedang
2026-05-18 00:00:00,2026-05-18 05:56:08,2026-05-18 06:06:01,536,10,84.6,2,6,18,14,15,12,6,10.833,8,tinggi
2026-05-18 00:00:00,2026-05-18 06:06:09,2026-05-18 06:16:01,537,0,0,10,2,6,18,14,15,4,8.333,-10,rendah
2026-05-18 00:00:00,2026-05-18 06:16:07,2026-05-18 06:26:01,538,0,0,0,10,2,6,18,14,3.333,6,0,rendah
2026-05-18 00:00:00,2026-05-18 06:26:07,2026-05-18 06:36:01,539,1,8.5,0,0,10,2,6,18,0.333,3.167,1,sedang
2026-05-18 00:00:00,2026-05-18 06:36:09,2026-05-18 06:46:01,540,0,0,1,0,0,10,2,6,0.333,2.167,-1,rendah
2026-05-18 00:00:00,2026-05-18 06:46:08,2026-05-18 06:56:01,541,0,0,0,1,0,0,10,2,0.333,1.833,0,rendah
2026-05-18 00:00:00,2026-05-18 06:56:08,2026-05-18 07:06:01,542,0,0,0,0,1,0,0,10,0,0.167,0,rendah
2026-05-18 00:00:00,2026-05-18 07:06:07,2026-05-18 07:16:01,543,0,0,0,0,0,1,0,0,0,0.167,0,rendah
2026-05-18 00:00:00,2026-05-18 07:16:08,2026-05-18 07:26:01,544,1,8.5,0,0,0,0,1,0,0.333,0.333,1,sedang
2026-05-18 00:00:00,2026-05-18 07:26:11,2026-05-18 07:36:01,545,1,8.5,1,0,0,0,0,1,0.667,0.333,0,sedang
2026-05-18 00:00:00,2026-05-18 07:36:09,2026-05-18 07:46:01,546,0,0,1,1,0,0,0,0,0.667,0.333,-1,rendah
2026-05-18 00:00:00,2026-05-18 07:46:09,2026-05-18 07:56:01,547,0,0,0,1,1,0,0,0,0.333,0.333,0,rendah
2026-05-18 00:00:00,2026-05-18 07:56:13,2026-05-18 08:06:02,548,0,0,0,0,1,1,0,0,0,0.333,0,rendah
2026-05-18 00:00:00,2026-05-18 08:06:09,2026-05-18 08:16:02,549,0,0,0,0,0,1,1,0,0,0.333,0,rendah
2026-05-18 00:00:00,2026-05-18 08:16:09,2026-05-18 08:26:02,550,0,0,0,0,0,0,1,1,0,0.167,0,rendah
2026-05-18 00:00:00,2026-05-18 08:26:14,2026-05-18 08:36:02,551,12,101.301,0,0,0,0,0,1,4,2,12,tinggi
2026-05-18 00:00:00,2026-05-18 08:36:09,2026-05-18 08:46:02,552,0,0,12,0,0,0,0,0,4,2,-12,rendah
2026-05-18 00:00:00,2026-05-18 08:46:08,2026-05-18 08:56:02,553,14,118.201,0,12,0,0,0,0,8.667,4.333,14,tinggi
2026-05-18 00:00:00,2026-05-18 08:56:09,2026-05-18 09:06:02,554,0,0,14,0,12,0,0,0,4.667,4.333,-14,rendah
2026-05-18 00:00:00,2026-05-18 09:06:09,2026-05-18 09:16:02,555,0,0,0,14,0,12,0,0,4.667,4.333,0,rendah
2026-05-18 00:00:00,2026-05-18 09:16:09,2026-05-18 09:26:02,556,0,0,0,0,14,0,12,0,0,4.333,0,rendah
2026-05-18 00:00:00,2026-05-18 09:26:09,2026-05-18 09:36:02,557,0,0,0,0,0,14,0,12,0,2.333,0,rendah
2026-05-18 00:00:00,2026-05-18 09:36:09,2026-05-18 09:46:02,558,0,0,0,0,0,0,14,0,0,2.333,0,rendah
2026-05-18 00:00:00,2026-05-18 09:46:09,2026-05-18 09:56:02,559,6,50.7,0,0,0,0,0,14,2,1,6,tinggi
2026-05-18 00:00:00,2026-05-18 09:56:09,2026-05-18 10:06:02,560,1,8.4,6,0,0,0,0,0,2.333,1.167,-5,sedang
2026-05-18 00:00:00,2026-05-18 10:06:10,2026-05-18 10:16:02,561,0,0,1,6,0,0,0,0,2.333,1.167,-1,rendah
2026-05-18 00:00:00,2026-05-18 10:16:12,2026-05-18 10:26:02,562,1,8.5,0,1,6,0,0,0,0.667,1.333,1,sedang
2026-05-18 00:00:00,2026-05-18 10:26:12,2026-05-18 10:36:02,563,1,8.4,1,0,1,6,0,0,0.667,1.5,0,sedang
2026-05-18 00:00:00,2026-05-18 10:36:12,2026-05-18 10:46:02,564,7,59.2,1,1,0,1,6,0,3,2.667,6,tinggi
2026-05-18 00:00:00,2026-05-18 10:46:12,2026-05-18 10:56:02,565,1,8.4,7,1,1,0,1,6,3,1.833,-6,sedang
